32,30,30,34,32,36,30,30,36,36,36,32,36,26,36,36,0,0,0,20,0,34,0,0,36,38,38,36,40,28,38,38,38,42,42,34,38,36,42,38,34,34,34,26,34,32,26,26
40,34,34,28,38,30,34,34,38,38,38,40,38,32,38,38,20,20,20,0,20,38,20,20,36,38,38,36,40,32,38,38,30,32,32,34,30,38,32,32,26,26,26,30,26,32,28,28
32,30,30,34,32,36,30,30,36,36,36,32,36,26,36,36,0,0,0,20,0,34,0,0,36,38,38,36,40,28,38,38,38,42,42,34,38,36,42,38,34,34,34,26,34,32,26,26
32,34,34,34,34,32,34,34,32,32,32,38,32,18,32,32,34,34,34,38,34,0,34,34,24,28,28,34,28,36,28,28,34,30,30,32,30,28,30,32,32,30,32,26,34,26,28,28
32,30,30,34,32,36,30,30,36,36,36,32,36,26,36,36,0,0,0,20,0,34,0,0,36,38,38,36,40,28,38,38,38,42,42,34,38,36,42,38,34,34,34,26,34,32,26,26
32,30,30,34,32,36,30,30,36,36,36,32,36,26,36,36,0,0,0,20,0,34,0,0,36,38,38,36,40,28,38,38,38,42,42,34,38,36,42,38,34,34,34,26,34,32,26,26
38,44,44,36,42,30,44,44,30,30,30,30,30,28,30,32,36,36,36,36,36,24,36,36,0,4,4,22,10,32,4,4,36,36,36,32,36,26,36,38,40,40,40,34,38,30,34,34
38,42,42,38,40,32,42,42,32,32,32,32,32,32,32,34,38,38,38,38,38,28,38,38,4,0,0,18,8,30,0,0,34,34,34,32,36,24,34,36,38,38,38,36,36,32,36,36
38,42,42,38,40,32,42,42,32,32,32,32,32,32,32,34,38,38,38,38,38,28,38,38,4,0,0,18,8,30,0,0,34,34,34,32,36,24,34,36,38,38,38,36,36,32,36,36
34,34,34,38,32,30,34,34,28,28,28,32,28,32,28,28,36,36,36,36,36,34,36,36,22,18,18,0,22,30,18,18,34,36,36,38,36,20,36,34,40,40,40,34,38,42,38,38
34,36,36,40,36,32,36,36,32,32,32,28,32,32,32,32,40,40,40,40,40,28,40,40,10,8,8,22,0,32,8,8,38,38,38,36,40,22,38,40,38,36,38,36,34,30,34,34
42,38,38,36,36,36,38,38,34,34,34,32,34,30,34,34,28,28,28,32,28,36,28,28,32,30,30,30,32,0,30,30,26,26,26,30,28,36,26,24,30,32,30,32,32,36,32,32
38,42,42,38,40,32,42,42,32,32,32,32,32,32,32,34,38,38,38,38,38,28,38,38,4,0,0,18,8,30,0,0,34,34,34,32,36,24,34,36,38,38,38,36,36,32,36,36
38,42,42,38,40,32,42,42,32,32,32,32,32,32,32,34,38,38,38,38,38,28,38,38,4,0,0,18,8,30,0,0,34,34,34,32,36,24,34,36,38,38,38,36,36,32,36,36
36,36,36,32,34,30,36,36,28,28,28,34,28,40,28,28,38,38,38,30,38,34,38,38,36,34,34,34,38,26,34,34,0,6,6,22,4,32,6,4,32,34,32,34,32,34,36,36
34,36,36,28,32,30,36,36,30,30,30,38,30,40,30,30,42,42,42,32,42,30,42,42,36,34,34,36,38,26,34,34,6,0,0,20,4,36,0,4,30,30,30,34,30,36,34,34
34,36,36,28,32,30,36,36,30,30,30,38,30,40,30,30,42,42,42,32,42,30,42,42,36,34,34,36,38,26,34,34,6,0,0,20,4,36,0,4,30,30,30,34,30,36,34,34
34,38,38,32,32,28,38,38,36,36,36,28,36,36,36,38,34,34,34,34,34,32,34,34,32,32,32,38,36,30,32,32,22,20,20,0,18,34,20,20,40,40,40,30,40,32,36,36
32,36,36,28,32,28,36,36,28,28,28,34,28,38,28,28,38,38,38,30,38,30,38,38,36,36,36,36,40,28,36,36,4,4,4,18,0,34,4,4,32,32,32,30,32,36,34,34
28,30,30,32,30,30,30,30,30,30,30,34,30,28,30,30,36,36,36,38,36,28,36,36,26,24,24,20,22,36,24,24,32,36,36,34,34,0,36,34,32,32,32,28,30,28,30,30
34,36,36,28,32,30,36,36,30,30,30,38,30,40,30,30,42,42,42,32,42,30,42,42,36,34,34,36,38,26,34,34,6,0,0,20,4,36,0,4,30,30,30,34,30,36,34,34
34,36,36,30,32,28,36,36,32,32,32,36,32,38,32,32,38,38,38,32,38,32,38,38,38,36,36,34,40,24,36,36,4,4,4,20,4,34,4,0,32,34,32,32,34,34,36,36
34,26,26,22,28,40,26,26,30,30,30,40,30,32,30,30,34,34,34,26,34,32,34,34,40,38,38,40,38,30,38,38,32,30,30,40,32,32,30,32,0,4,0,28,4,26,24,24
36,28,28,22,30,36,28,28,30,30,30,38,30,32,30,30,34,34,34,26,34,30,34,34,40,38,38,40,36,32,38,38,34,30,30,40,32,32,30,34,4,0,4,28,4,24,22,22
34,26,26,22,28,40,26,26,30,30,30,40,30,32,30,30,34,34,34,26,34,32,34,34,40,38,38,40,38,30,38,38,32,30,30,40,32,32,30,32,0,4,0,28,4,26,24,24
30,32,32,26,30,32,32,32,28,28,28,32,28,32,28,30,26,26,26,30,26,26,26,26,34,36,36,34,36,32,36,36,34,34,34,30,30,28,34,32,28,28,28,0,30,34,24,24
34,28,28,24,30,36,28,28,30,30,30,38,30,34,30,30,34,34,34,26,34,34,34,34,38,36,36,38,34,32,36,36,32,30,30,40,32,30,30,34,4,4,4,30,0,26,20,20
34,32,32,28,30,26,32,32,36,36,36,34,36,28,36,36,32,32,32,32,32,26,32,32,30,32,32,42,30,36,32,32,34,36,36,32,36,28,36,34,26,24,26,34,26,0,24,24
38,40,40,26,40,36,40,40,28,28,28,30,28,36,28,28,26,26,26,28,26,28,26,26,34,36,36,38,34,32,36,36,36,34,34,36,34,30,34,36,24,22,24,24,20,24,0,0
38,40,40,26,40,36,40,40,28,28,28,30,28,36,28,28,26,26,26,28,26,28,26,26,34,36,36,38,34,32,36,36,36,34,34,36,34,30,34,36,24,22,24,24,20,24,0,0
